Source Name	Material Type	Characteristics[Organism]	Characteristics[CellLine]	Characteristics[DiseaseState]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[CELL_LINE]
GAMG	cell	Homo sapiens	GAMG	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 225	P-MTAB-22739	Labeled Extract 225	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 225	A-AFFY-113	5500024032848101507998.C08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GAMG
GCIY	cell	Homo sapiens	GCIY	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 226	P-MTAB-22739	Labeled Extract 226	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 226	A-AFFY-113	5500024030401071707289.E02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GCIY
GCT	cell	Homo sapiens	GCT	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 227	P-MTAB-22739	Labeled Extract 227	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 227	A-AFFY-113	5500024032848101507998.B08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GCT
GDM-1	cell	Homo sapiens	GDM-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 228	P-MTAB-22739	Labeled Extract 228	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 228	A-AFFY-113	5500024030401071707289.F05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GDM-1
GI-1	cell	Homo sapiens	GI-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 229	P-MTAB-22739	Labeled Extract 229	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 229	A-AFFY-113	5500024032848101507998.G07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GI-1
GI-ME-N	cell	Homo sapiens	GI-ME-N	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 230	P-MTAB-22739	Labeled Extract 230	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 230	A-AFFY-113	5500024030401071707289.G03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GI-ME-N
GMS-10	cell	Homo sapiens	GMS-10	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 231	P-MTAB-22739	Labeled Extract 231	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 231	A-AFFY-113	5500024035100021608461.F12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GMS-10
GOTO	cell	Homo sapiens	GOTO	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 232	P-MTAB-22739	Labeled Extract 232	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 232	A-AFFY-113	5500024030401071707289.E08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GOTO
GOTO-P3	cell	Homo sapiens	GOTO-P3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 233	P-MTAB-22739	Labeled Extract 233	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 233	A-AFFY-113	5500024034290101707049.E07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GOTO-P3
Gp2D	cell	Homo sapiens	Gp2D	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 234	P-MTAB-22739	Labeled Extract 234	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 234	A-AFFY-113	5500024032848101507998.H07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	Gp2D
GP5d	cell	Homo sapiens	GP5d	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 235	P-MTAB-22739	Labeled Extract 235	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 235	A-AFFY-113	5500024032848101507998.G08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GP5d
GR-ST	cell	Homo sapiens	GR-ST	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 236	P-MTAB-22739	Labeled Extract 236	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 236	A-AFFY-113	5500024052603032009483.G04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GR-ST
GT3TKB	cell	Homo sapiens	GT3TKB	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 237	P-MTAB-22739	Labeled Extract 237	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 237	A-AFFY-113	5500024032848101507998.A09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	GT3TKB
H4	cell	Homo sapiens	H4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 238	P-MTAB-22739	Labeled Extract 238	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 238	A-AFFY-113	5500024032848101507998.E08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	H4
H9	cell	Homo sapiens	H9	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 239	P-MTAB-22739	Labeled Extract 239	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 239	A-AFFY-113	5500024032848101507998.F08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	H9
HA7-RCC	cell	Homo sapiens	HA7-RCC	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 240	P-MTAB-22739	Labeled Extract 240	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 240	A-AFFY-113	5500024035100021608461.B03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HA7-RCC
HAL-01	cell	Homo sapiens	HAL-01	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 241	P-MTAB-22739	Labeled Extract 241	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 241	A-AFFY-113	5500024035100021608461.C06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HAL-01
HC-1	cell	Homo sapiens	HC-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 242	P-MTAB-22739	Labeled Extract 242	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 242	A-AFFY-113	5500024030401071707289.D02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HC-1
HCC1143	cell	Homo sapiens	HCC1143	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 243	P-MTAB-22739	Labeled Extract 243	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 243	A-AFFY-113	5500024032848101507998.F12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1143
HCC1187	cell	Homo sapiens	HCC1187	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 244	P-MTAB-22739	Labeled Extract 244	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 244	A-AFFY-113	5500024052603032009483.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1187
HCC1395	cell	Homo sapiens	HCC1395	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 245	P-MTAB-22739	Labeled Extract 245	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 245	A-AFFY-113	5500024035100021608461.D07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1395
HCC1419	cell	Homo sapiens	HCC1419	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 246	P-MTAB-22739	Labeled Extract 246	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 246	A-AFFY-113	5500024034290101707049.F07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1419
HCC1599	cell	Homo sapiens	HCC1599	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 247	P-MTAB-22739	Labeled Extract 247	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 247	A-AFFY-113	5500024032848101507998.D12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1599
HCC1806	cell	Homo sapiens	HCC1806	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 248	P-MTAB-22739	Labeled Extract 248	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 248	A-AFFY-113	5500024032848101507998.H08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1806
HCC1937	cell	Homo sapiens	HCC1937	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 249	P-MTAB-22739	Labeled Extract 249	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 249	A-AFFY-113	5500024032848101507998.E12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1937
HCC1954	cell	Homo sapiens	HCC1954	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 250	P-MTAB-22739	Labeled Extract 250	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 250	A-AFFY-113	5500024032848101507998.B12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC1954
HCC2157	cell	Homo sapiens	HCC2157	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 251	P-MTAB-22739	Labeled Extract 251	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 251	A-AFFY-113	5500024032848101507998.C12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC2157
HCC2218	cell	Homo sapiens	HCC2218	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 252	P-MTAB-22739	Labeled Extract 252	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 252	A-AFFY-113	5500024032848101507998.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC2218
HCC2998	cell	Homo sapiens	HCC2998	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 253	P-MTAB-22739	Labeled Extract 253	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 253	A-AFFY-113	5500024052861011409506.B02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC2998
HCC38	cell	Homo sapiens	HCC38	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 254	P-MTAB-22739	Labeled Extract 254	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 254	A-AFFY-113	5500024032848101507998.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC38
HCC70	cell	Homo sapiens	HCC70	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 255	P-MTAB-22739	Labeled Extract 255	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 255	A-AFFY-113	5500024032848101507998.D08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCC70
HCE-4	cell	Homo sapiens	HCE-4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 256	P-MTAB-22739	Labeled Extract 256	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 256	A-AFFY-113	5500024034290101707049.G07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCE-4
HCE-T	cell	Homo sapiens	HCE-T	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 257	P-MTAB-22739	Labeled Extract 257	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 257	A-AFFY-113	5500024030401071707289.F07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCE-T
HCT-116	cell	Homo sapiens	HCT-116	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 258	P-MTAB-22739	Labeled Extract 258	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 258	A-AFFY-113	5500024052861011409506.C02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCT-116
HCT-15	cell	Homo sapiens	HCT-15	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 259	P-MTAB-22739	Labeled Extract 259	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 259	A-AFFY-113	5500024052861011409506.F02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HCT-15
HDLM-2	cell	Homo sapiens	HDLM-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 260	P-MTAB-22739	Labeled Extract 260	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 260	A-AFFY-113	5500024035100021608461.E09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HDLM-2
HDLM-2	cell	Homo sapiens	HDLM-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 261	P-MTAB-22739	Labeled Extract 261	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 261	A-AFFY-113	5500024052603032009483.F12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HDLM-2
HD-MY-Z	cell	Homo sapiens	HD-MY-Z	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 262	P-MTAB-22739	Labeled Extract 262	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 262	A-AFFY-113	5500024052861011409506.E07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HD-MY-Z
HEC-1	cell	Homo sapiens	HEC-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 263	P-MTAB-22739	Labeled Extract 263	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 263	A-AFFY-113	5500024032848101507998.F09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HEC-1
HEL	cell	Homo sapiens	HEL	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 264	P-MTAB-22739	Labeled Extract 264	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 264	A-AFFY-113	5500024032848101507000.G01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HEL
HEL	cell	Homo sapiens	HEL	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 265	P-MTAB-22739	Labeled Extract 265	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 265	A-AFFY-113	5500024052861011409506.G11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HEL
HeLaSF	cell	Homo sapiens	HeLaSF	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 266	P-MTAB-22739	Labeled Extract 266	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 266	A-AFFY-113	5500024034290101707049.H07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HeLaSF
H-EMC-SS	cell	Homo sapiens	H-EMC-SS	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 267	P-MTAB-22739	Labeled Extract 267	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 267	A-AFFY-113	5500024030401071707289.G05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	H-EMC-SS
HGC-27	cell	Homo sapiens	HGC-27	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 268	P-MTAB-22739	Labeled Extract 268	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 268	A-AFFY-113	5500024052603032009483.C08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HGC-27
HH	cell	Homo sapiens	HH	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 269	P-MTAB-22739	Labeled Extract 269	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 269	A-AFFY-113	5500024031722092907496.H08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HH
HL-60	cell	Homo sapiens	HL-60	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 270	P-MTAB-22739	Labeled Extract 270	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 270	A-AFFY-113	5500024052603032009483.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HL-60
HLE	cell	Homo sapiens	HLE	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 271	P-MTAB-22739	Labeled Extract 271	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 271	A-AFFY-113	5500024032848101507998.G09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HLE
HMV-II	cell	Homo sapiens	HMV-II	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 272	P-MTAB-22739	Labeled Extract 272	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 272	A-AFFY-113	5500024030401071707289.E07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HMV-II
HN	cell	Homo sapiens	HN	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 273	P-MTAB-22739	Labeled Extract 273	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 273	A-AFFY-113	5500024032848101507998.D09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HN
HO-1-N-1	cell	Homo sapiens	HO-1-N-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 274	P-MTAB-22739	Labeled Extract 274	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 274	A-AFFY-113	5500024035100021608461.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HO-1-N-1
HOP-62	cell	Homo sapiens	HOP-62	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 275	P-MTAB-22739	Labeled Extract 275	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 275	A-AFFY-113	5500024052861011409506.E02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HOP-62
HOP-92	cell	Homo sapiens	HOP-92	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 276	P-MTAB-22739	Labeled Extract 276	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 276	A-AFFY-113	5500024052603032009483.H06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HOP-92
HOS	cell	Homo sapiens	HOS	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 277	P-MTAB-22739	Labeled Extract 277	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 277	A-AFFY-113	5500024032848101507998.E09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HOS
HPAF-II	cell	Homo sapiens	HPAF-II	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 278	P-MTAB-22739	Labeled Extract 278	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 278	A-AFFY-113	5500024032848101507998.B09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HPAF-II
Hs-578-T	cell	Homo sapiens	Hs-578-T	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 279	P-MTAB-22739	Labeled Extract 279	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 279	A-AFFY-113	5500024052603032009483.D04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	Hs-578-T
HSC-2	cell	Homo sapiens	HSC-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 280	P-MTAB-22739	Labeled Extract 280	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 280	A-AFFY-113	5500024035100021608461.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HSC-2
HSC-2	cell	Homo sapiens	HSC-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 281	P-MTAB-22739	Labeled Extract 281	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 281	A-AFFY-113	5500024035100021608461.G10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HSC-2
HSC-3	cell	Homo sapiens	HSC-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 282	P-MTAB-22739	Labeled Extract 282	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 282	A-AFFY-113	5500024052861011409506.D07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HSC-3
HSC-4	cell	Homo sapiens	HSC-4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 283	P-MTAB-22739	Labeled Extract 283	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 283	A-AFFY-113	5500024052861011409506.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HSC-4
HT	cell	Homo sapiens	HT	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 284	P-MTAB-22739	Labeled Extract 284	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 284	A-AFFY-113	5500024031722092907496.A09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HT
HT-1080	cell	Homo sapiens	HT-1080	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 285	P-MTAB-22739	Labeled Extract 285	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 285	A-AFFY-113	5500024032848101507998.C09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HT-1080
HT-1197	cell	Homo sapiens	HT-1197	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 286	P-MTAB-22739	Labeled Extract 286	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 286	A-AFFY-113	5500024034290101707049.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HT-1197
HT-1197	cell	Homo sapiens	HT-1197	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 287	P-MTAB-22739	Labeled Extract 287	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 287	A-AFFY-113	5500024052603032009483.A11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HT-1197
HT-1376	cell	Homo sapiens	HT-1376	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 288	P-MTAB-22739	Labeled Extract 288	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 288	A-AFFY-113	5500024034290101707049.B08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.3.zip	HT-1376
